Kind,Name,AvgLineComment,AvgLineCode,AltCountLineCode,AltCountLineComment,CountClassDerived,CountClassCoupled,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion
Function,"GetUnicodeString",,,2,0,,,,,
Function,"GetUnicodeString",,,2,0,,,,,
Function,"GetUpdatePairInfoList",,,141,0,,,,,
Static Function,"GetUsedMemory",,,8,0,,,,,
Function,"GetUserDefaultLangID",,,5,1,,,,,
Static Function,"GetUserFreq",,,8,0,,,,,
Function,"GetUserHelp",,,3802,54,,,,,
Function,"GetUserTreeFromName",,,55,1,,,,,
Static Function,"GetValueString",,,17,0,,,,,
Function,"GetWinUserTime",,,13,0,,,,,
Function,"GetWorkDir",,,39,7,,,,,
Function,"Get_AA_Freqs",,,91,2,,,,,
Function,"Get_Bip",,,65,0,,,,,
Function,"Get_Correct_FsFile_Name",,,11,0,,,,,
Function,"Get_Input_CommandLine",,,215,56,,,,,
Function,"Get_Input_Interactive",,,293,9,,,,,
Function,"Get_Seq",,,71,0,,,,,
Function,"Getstring_Stdin",,,8,0,,,,,
Function,"GibbsSampleGamma",,,120,19,,,,,
Static Function,"GlueFreeBlocks",,,49,4,,,,,
Static Function,"GlueFreeBlocks",,,63,3,,,,,
File,"GptHandler.cpp",0,29,331,12,,,,,
File,"GzHandler.cpp",3,101,849,50,,,,,
Class,"HKEY_Impl",0,1,6,0,0,0,1,0,0
Public Function,"HKEY_Impl::HKEY_Impl",,,1,0,,,,,
Static Function,"HRESULT_FROM_WIN32",,,4,0,,,,,
Function,"HRESULT_To_SRes",,,13,0,,,,,
Function,"HResultToMessage",,,7,0,,,,,
Function,"HammingDistance",,,9,0,,,,,
File,"HandlerCont.cpp",0,23,241,2,,,,,
File,"HandlerCont.h",32,197,76,11,,,,,
File,"HandlerOut.cpp",0,19,134,1,,,,,
File,"HandlerOut.h",0,13,51,1,,,,,
Function,"HarmonicArithmeticMeanOnLogs",,,64,2,,,,,
Function,"HashCalc",,,109,0,,,,,
File,"HashCalc.cpp",0,22,305,2,,,,,
File,"HashCalc.h",0,5,84,1,,,,,
Function,"HashCalcGUI",,,21,1,,,,,
File,"HashCon.cpp",0,12,303,4,,,,,
File,"HashCon.h",0,12,33,1,,,,,
File,"HashGUI.cpp",0,9,228,6,,,,,
File,"HashGUI.h",0,0,10,1,,,,,
Static Function,"HashThreadFunc",,,65,0,,,,,
Static Function,"HashThreadFunc2",,,1,0,,,,,
Function,"Hc3Zip_MatchFinder_GetMatches",,,11,0,,,,,
Function,"Hc3Zip_MatchFinder_Skip",,,13,0,,,,,
Static Function,"Hc4_MatchFinder_GetMatches",,,45,0,,,,,
Static Function,"Hc4_MatchFinder_Skip",,,18,0,,,,,
Static Function,"Hc_GetMatchesSpec",,,30,0,,,,,
Function,"HeapSort",,,35,10,,,,,
Function,"HeapSort64",,,35,10,,,,,
File,"HelpUtils.h",0,0,5,1,,,,,
Static Function,"HexToString",,,11,0,,,,,
File,"HfsHandler.cpp",3,83,1480,143,,,,,
Function,"Hide_Ambiguities",,,8,0,,,,,
File,"HmacSha1.cpp",0,17,92,1,,,,,
File,"HmacSha1.h",0,2,26,4,,,,,
File,"HmacSha256.cpp",0,15,37,10,,,,,
File,"HmacSha256.h",0,1,17,3,,,,,
Function,"Hqr2",,,887,136,,,,,
File,"HuffEnc.c",2,103,123,4,,,,,
File,"HuffEnc.h",0,0,7,9,,,,,
File,"HuffmanDecoder.h",0,6,206,1,,,,,
Function,"Huffman_Generate",,,115,2,,,,,
Function,"IA64_Convert",,,48,0,,,,,
File,"IArchive.h",0,0,320,212,,,,,
Abstract Struct,"IArchiveAllowTail",0,0,4,0,4,0,4,1,0
Abstract Struct,"IArchiveExtractCallback",0,0,4,0,3,1,13,2,0
Abstract Struct,"IArchiveExtractCallbackMessage",0,0,4,0,2,0,9,2,0
Abstract Struct,"IArchiveFolder",0,0,4,0,1,1,7,1,0
Abstract Struct,"IArchiveFolderInternal",0,0,4,0,1,1,7,1,0
Abstract Struct,"IArchiveGetRawProps",0,0,4,0,9,0,7,1,0
Abstract Struct,"IArchiveGetRootProps",0,0,4,0,2,0,5,1,0
Abstract Struct,"IArchiveKeepModeForNextOpen",0,0,4,0,1,0,4,1,0
Abstract Struct,"IArchiveOpenCallback",0,0,4,0,5,0,5,1,0
Abstract Struct,"IArchiveOpenSeq",0,0,4,0,9,1,4,1,0
Abstract Struct,"IArchiveOpenSetSubArchiveName",0,0,4,0,2,0,4,1,0
Abstract Struct,"IArchiveOpenVolumeCallback",0,0,4,0,3,1,5,1,0
Abstract Struct,"IArchiveUpdateCallback",0,0,4,0,1,1,14,2,0
Abstract Struct,"IArchiveUpdateCallback2",0,0,4,0,2,2,25,3,0
Abstract Struct,"IArchiveUpdateCallbackFile",0,0,4,0,1,1,5,1,0
Abstract Struct,"IBenchCallback",0,0,6,0,2,1,9,0,0
Abstract Struct,"IBenchPrintCallback",0,0,6,0,2,0,6,0,0
File,"ICoder.h",0,0,175,143,,,,,
Abstract Struct,"ICompressCodecsInfo",0,0,7,0,0,0,7,1,0
Abstract Struct,"ICompressCoder",0,0,6,0,32,3,4,1,0
Abstract Struct,"ICompressCoder2",0,0,6,0,2,3,4,1,0
Abstract Struct,"ICompressFilter",0,0,4,0,11,0,5,1,0
Abstract Struct,"ICompressGetInStreamProcessedSize",0,0,4,0,3,0,4,1,0
Abstract Struct,"ICompressGetSubStreamSize",0,0,4,14,3,0,4,1,0
Abstract Struct,"ICompressInitEncoder",0,0,4,2,1,0,4,1,0
Abstract Struct,"ICompressProgressInfo",0,0,4,8,16,0,6,1,0
Abstract Struct,"ICompressSetBufSize",0,0,5,0,6,0,5,1,0
Abstract Struct,"ICompressSetCoderMt",0,0,4,0,2,0,4,1,0
Abstract Struct,"ICompressSetCoderProperties",0,0,4,0,14,0,4,1,0
Abstract Struct,"ICompressSetDecoderProperties2",0,0,4,6,12,0,4,1,0
Abstract Struct,"ICompressSetFinishMode",0,0,4,3,3,0,4,1,0
Abstract Struct,"ICompressSetInStream",0,0,5,0,8,1,5,1,0
Abstract Struct,"ICompressSetInStream2",0,0,5,0,1,1,5,1,0
Abstract Struct,"ICompressSetOutStream",0,0,5,0,1,1,5,1,0
Abstract Struct,"ICompressSetOutStreamSize",0,0,4,4,8,0,4,1,0
Abstract Struct,"ICompressWriteCoderProperties",0,0,4,0,7,1,4,1,0
Abstract Struct,"ICryptoGetTextPassword",0,0,4,0,11,0,4,1,0
Abstract Struct,"ICryptoGetTextPassword2",0,0,4,0,3,0,4,1,0
Abstract Struct,"ICryptoProperties",0,0,5,0,2,0,5,1,0
Abstract Struct,"ICryptoResetInitVector",0,0,4,3,2,0,4,1,0
Abstract Struct,"ICryptoSetCRC",0,0,4,0,0,0,4,1,0
Abstract Struct,"ICryptoSetPassword",0,0,4,0,5,0,4,1,0
File,"IDecl.h",0,0,18,1,,,,,
Abstract Struct,"IDirItemsCallback",0,0,4,0,4,2,7,0,0
Abstract Struct,"IExtractCallbackUI",0,0,4,0,2,3,26,3,0
File,"IFileExtractCallback.h",0,0,68,23,,,,,
File,"IFolder.h",0,0,146,34,,,,,
Abstract Struct,"IFolderAltStreams",0,0,4,0,1,1,6,1,0
Abstract Struct,"IFolderArcProps",0,0,4,0,1,0,10,1,0
File,"IFolderArchive.h",0,0,83,13,,,,,
Abstract Struct,"IFolderArchiveExtractCallback",0,0,4,0,1,0,15,2,0
Abstract Struct,"IFolderArchiveExtractCallback2",0,0,4,0,2,0,7,1,0
Abstract Struct,"IFolderArchiveUpdateCallback",0,0,4,0,1,0,13,2,0
Abstract Struct,"IFolderArchiveUpdateCallback2",0,0,4,0,1,0,7,1,0
Abstract Struct,"IFolderCalcItemFullSize",0,0,4,0,1,1,4,1,0
Abstract Struct,"IFolderClone",0,0,4,0,1,1,4,1,0
Abstract Struct,"IFolderCompare",0,0,4,0,2,0,4,1,0
Abstract Struct,"IFolderExtractToStreamCallback",0,0,4,0,1,2,7,1,0
Abstract Struct,"IFolderFolder",0,0,4,0,4,0,15,1,0
Abstract Struct,"IFolderGetItemFullSize",0,0,4,0,0,1,4,1,0
Abstract Struct,"IFolderGetItemName",0,0,4,0,1,0,6,1,0
Abstract Struct,"IFolderGetSystemIconIndex",0,0,4,0,3,0,7,1,0
Abstract Struct,"IFolderManager",0,0,4,0,0,3,6,1,0
Abstract Struct,"IFolderOperations",0,0,4,0,2,2,11,1,0
Abstract Struct,"IFolderOperationsExtractCallback",0,0,14,2,1,0,12,2,0
Abstract Struct,"IFolderProperties",0,0,4,0,1,0,5,1,0
Abstract Struct,"IFolderScanProgress",0,0,4,0,1,0,5,1,0
Abstract Struct,"IFolderSetFlatMode",0,0,4,0,1,0,4,1,0
Abstract Struct,"IFolderWasChanged",0,0,4,0,1,0,4,1,0
Abstract Struct,"IGetFolderArcProps",0,0,4,0,1,1,4,1,0
Abstract Struct,"IGetProp",0,0,4,0,1,0,4,1,0
Abstract Struct,"IHashCalc",0,0,7,0,1,1,7,0,0
Abstract Struct,"IHashCallbackUI",0,0,4,0,2,3,23,1,0
Abstract Struct,"IHasher",0,0,4,0,5,0,7,1,0
Abstract Struct,"IHashers",0,0,6,0,1,1,6,1,0
Abstract Struct,"IInArchive",0,0,4,0,44,3,13,1,0
Abstract Struct,"IInArchiveGetStream",0,0,4,0,23,1,4,1,0
Abstract Struct,"IInFileStream_Callback",0,0,5,0,1,0,5,0,0
Abstract Struct,"IInFolderArchive",0,0,4,0,1,4,13,1,0
Abstract Struct,"IInStream",0,0,4,0,18,0,14,2,0
Abstract Struct,"IOpenCallbackUI",0,0,4,0,3,0,11,0,0
Abstract Struct,"IOutArchive",0,0,4,0,8,2,5,1,0
Abstract Struct,"IOutFolderArchive",0,0,4,0,1,4,11,1,0
Abstract Struct,"IOutStream",0,0,5,0,6,0,12,2,0
Abstract Struct,"IOutStreamFinish",0,0,4,0,2,0,4,1,0
File,"IPassword.h",0,0,15,1,,,,,
Abstract Struct,"IProgress",0,0,4,0,7,0,5,1,0
File,"IProgress.h",0,0,12,1,,,,,
Abstract Struct,"ISequentialInStream",0,0,4,24,29,0,7,1,0
Abstract Struct,"ISequentialOutStream",0,0,4,15,27,0,7,1,0
Abstract Struct,"ISetCompressCodecsInfo",0,0,4,0,0,1,4,1,0
Abstract Struct,"ISetProperties",0,0,4,0,10,0,4,1,0
File,"IStream.h",0,0,58,50,,,,,
Abstract Struct,"IStreamGetProps",0,0,4,0,0,0,4,1,0
Abstract Struct,"IStreamGetProps2",0,0,4,0,0,1,4,1,0
Abstract Struct,"IStreamGetSize",0,0,4,0,1,0,4,1,0
Abstract Struct,"IUpdateCallbackUI",0,0,4,0,2,1,21,0,0
Abstract Struct,"IUpdateCallbackUI2",0,0,4,0,2,5,56,1,0
Abstract Struct,"IUpdateProduceCallback",0,0,4,0,2,0,7,0,0
File,"IhexHandler.cpp",3,170,425,8,,,,,
File,"ImplodeDecoder.cpp",1,19,170,25,,,,,
File,"ImplodeDecoder.h",3,24,37,2,,,,,
File,"ImplodeHuffmanDecoder.cpp",2,15,67,7,,,,,
File,"ImplodeHuffmanDecoder.h",0,0,23,5,,,,,
Function,"ImproveTree",,,92,5,,,,,
File,"InBuffer.cpp",0,12,121,2,,,,,
File,"InBuffer.h",0,29,71,4,,,,,
File,"InOutTempBuffer.cpp",0,12,93,15,,,,,
File,"InOutTempBuffer.h",0,1,25,14,,,,,
File,"InStreamWithCRC.cpp",1,11,36,5,,,,,
File,"InStreamWithCRC.h",19,203,54,4,,,,,
Static Function,"InStreamWrap_Read",,,8,0,,,,,
Static Function,"InStreamWrap_Seek",,,16,0,,,,,
Function,"IncompleteBetaFunction",,,25,1,,,,,
Function,"IncompleteGamma",,,64,0,,,,,
Static Function,"IncorrectCommand",,,4,0,,,,,
Function,"IncreaseTemplateStorage",,,21,0,,,,,
File,"Info2PNG.h",0,0,21,0,,,,,
File,"InfoPNG.h",0,0,22,0,,,,,
Function,"Init2Data",,,21,0,,,,,
Function,"InitAdGamma",,,163,15,,,,,
Static Function,"InitArray",,,50,0,,,,,
Static Function,"InitArray2",,,12,1,,,,,
Function,"InitAugmentedModels",,,52,0,,,,,
Function,"InitBrlens",,,14,0,,,,,
Function,"InitCalibratedBrlens",,,128,12,,,,,
Function,"InitChainCondLikes",,,679,74,,,,,
Function,"InitClockBrlens",,,50,3,,,,,
Function,"InitDataStructs",,,202,10,,,,,
Function,"InitEigenSystemInfo",,,76,2,,,,,
Function,"InitFinalStateCondLikes",,,16,0,,,,,
Static Function,"InitInstance",,,91,21,,,,,
Function,"InitInvCondLikes",,,177,8,,,,,
Function,"InitLocalPrivileges",,,15,0,,,,,
Function,"InitMatStrings",,,10,0,,,,,
Function,"InitParsSets",,,185,20,,,,,
Function,"InitPrintParams",,,127,13,,,,,
Function,"InitProtModel",,,8,0,,,,,
Function,"InitSpeciesAndTrees",,,13,1,,,,,
Function,"InitStream",,,13,2,,,,,
Function,"Init_Edge_Light",,,5,0,,,,,
Function,"Init_Mat",,,14,0,,,,,
Function,"Init_Model",,,80,9,,,,,
Function,"Init_Node_Light",,,6,0,,,,,
Function,"Init_Qmat_CpREV",,,62,0,,,,,
Function,"Init_Qmat_DCMut",,,62,0,,,,,
Function,"Init_Qmat_Dayhoff",,,62,0,,,,,
Function,"Init_Qmat_FLU",,,61,5,,,,,
Function,"Init_Qmat_HIVb",,,62,10,,,,,
Function,"Init_Qmat_HIVw",,,62,9,,,,,
Function,"Init_Qmat_JTT",,,62,0,,,,,
Function,"Init_Qmat_LG",,,61,0,,,,,
Function,"Init_Qmat_MtREV",,,62,0,,,,,
Function,"Init_Qmat_RtREV",,,62,0,,,,,
Function,"Init_Qmat_VT",,,62,0,,,,,
Function,"Init_Qmat_WAG",,,78,0,,,,,
Function,"Init_Tree",,,9,0,,,,,
Function,"Initialize",,,24,4,,,,,
Function,"InitializeChainTrees",,,100,9,,,,,
Function,"InitializeLinks",,,11,0,,,,,
Function,"InitializeMrBayes",,,341,154,,,,,
Function,"InitializeTreeCalibrations",,,26,2,,,,,
Struct,"InputSequenceFileSet",1,6,14,1,0,1,5,0,80
File,"InputSequenceFileSet.h",1,6,22,7,,,,,
Public Function,"InputSequenceFileSet::InputSequenceFileSet",,,6,1,,,,,
Static Function,"InsertNode",,,8,0,,,,,
Static Function,"InsertNode",,,5,0,,,,,
Function,"IntToBool",,,1,0,,,,,
File,"IntToString.cpp",0,11,119,13,,,,,
File,"IntToString.h",0,0,14,2,,,,,
File,"InternalCalculatorTools.cpp",7,16,262,118,,,,,
File,"InternalCalculatorTools.h",6,21,72,38,,,,,
Function,"InvertMatrix",,,18,0,,,,,
Function,"IsAmbig",,,17,1,,,,,
Function,"IsApplicable",,,6,0,,,,,
Function,"IsApplicable_AncestralFossil",,,10,1,,,,,
Function,"IsApplicable_FiveTaxaOrMore",,,9,0,,,,,
Function,"IsApplicable_FourTaxaOrMore",,,9,0,,,,,
Function,"IsApplicable_ThreeTaxaOrMore",,,9,0,,,,,
Function,"IsApplicable_TreeAgeMove",,,17,0,,,,,
Static Function,"IsArc_Apm",,,16,0,,,,,
Static Function,"IsArc_Arj",,,23,1,,,,,
Static Function,"IsArc_BZip2",,,13,0,,,,,
Static Function,"IsArc_Cpio",,,72,0,,,,,
Static Function,"IsArc_Ext",,,9,0,,,,,
Static Function,"IsArc_Fat",,,7,0,,,,,
Static Function,"IsArc_Gz",,,83,1,,,,,
Static Function,"IsArc_Ihex",,,78,2,,,,,
Static Function,"IsArc_Lzh",,,12,0,,,,,
Static Function,"IsArc_Lzma",,,29,1,,,,,
Static Function,"IsArc_Lzma86",,,9,0,,,,,
Static Function,"IsArc_Pe",,,18,0,,,,,
Static Function,"IsArc_Swf",,,14,0,,,,,
Static Function,"IsArc_Swfc",,,36,1,,,,,
Function,"IsArc_Tar",,,18,2,,,,,
Static Function,"IsArc_Te",,,13,0,,,,,
Function,"IsArc_Udf",,,21,0,,,,,
Static Function,"IsArc_Z",,,10,0,,,,,
Function,"IsArc_Zip",,,81,22,,,,,
Static Function,"IsArchiveItemFolder",,,4,0,,,,,
Static Function,"IsArchiveItemProp",,,12,0,,,,,
Function,"IsArgValid",,,48,0,,,,,
Static Function,"IsAsciiString",,,10,0,,,,,
Function,"IsBitSet",,,10,0,,,,,
Function,"IsCalibratedClockSatisfied",,,194,17,,,,,
Function,"IsClockSatisfied",,,46,1,,,,,
Function,"IsConsistentWith",,,13,0,,,,,
Function,"IsCorrectFsName",,,7,0,,,,,
Static Function,"IsDelimitChar",,,4,0,,,,,
Static Function,"IsExeExt",,,4,0,,,,,
Function,"IsIn",,,9,0,,,,,
Function,"IsLargePageSupported",,,22,1,,,,,
Static Function,"IsLeapYear",,,3,0,,,,,
Static Function,"IsLogSizeProp",,,12,0,,,,,
Static Function,"IsMethodSupportedBySfx",,,7,0,,,,,
Function,"IsMissing",,,26,0,,,,,
Function,"IsModelSame",,,1505,407,,,,,
Static Function,"IsNameFromList",,,7,0,,,,,
Static Function,"IsNewStyleSignature",,,6,1,,,,,
Function,"IsPFNodeEmpty",,,13,0,,,,,
Function,"IsPartCompatible",,,17,4,,,,,
Function,"IsPartNested",,,11,0,,,,,
Function,"IsPath1PrefixedByPath2",,,6,0,,,,,
Function,"IsPathSepar",,,1,0,,,,,
Function,"IsPathSepar",,,1,0,,,,,
Static Function,"IsPreArcFormat",,,6,0,,,,,
Static Function,"IsReadOnlyFolder",,,13,0,,,,,
Function,"IsSafePath",,,29,0,,,,,
Function,"IsSame",,,24,3,,,,,
Function,"IsSectionEmpty",,,8,0,,,,,
Static Function,"IsSeparatorChar",,,4,0,,,,,
Function,"IsSizeProp",,,30,0,,,,,
Static Function,"IsSpaceChar",,,4,0,,,,,
Function,"IsSpeciesTreeConsistent",,,36,0,,,,,
Function,"IsString1PrefixedByString2",,,8,0,,,,,
Function,"IsString1PrefixedByString2",,,8,0,,,,,
Function,"IsString1PrefixedByString2_NoCase",,,10,0,,,,,
Static Function,"IsString1PrefixedByString2_NoCase",,,13,0,,,,,
Static Function,"IsSupportedName",,,28,0,,,,,
Static Function,"IsThereMethodOverride",,,23,0,,,,,
Function,"IsTreeConsistent",,,144,4,,,,,
Function,"IsUnionEqThird",,,8,0,,,,,
Static Function,"IsValidChar",,,8,0,,,,,
Function,"IsWhite",,,10,0,,,,,
Function,"Is_Ambigu",,,7,0,,,,,
File,"IsoHandler.cpp",1,128,365,5,,,,,
File,"IsoHandler.h",0,15,22,1,,,,,
File,"IsoHeader.cpp",0,0,6,1,,,,,
File,"IsoHeader.h",0,0,47,1,,,,,
File,"IsoIn.cpp",2,21,552,48,,,,,
File,"IsoIn.h",1,130,267,25,,,,,
File,"IsoItem.h",1,98,131,3,,,,,
File,"IsoRegister.cpp",0,7,13,1,,,,,
File,"ItemNameUtils.cpp",0,9,75,1,,,,,
File,"ItemNameUtils.h",0,1,18,1,,,,,
Function,"JC69_Dist",,,49,0,,,,,
Static Function,"Key_Get_BoolPair",,,5,0,,,,,
Static Function,"Key_Get_BoolPair_true",,,5,0,,,,,
Static Function,"Key_Set_BoolPair",,,5,0,,,,,
Function,"LBinormal",,,72,1,,,,,
Static Function,"LOCALE_Init",,,65,18,,,,,
Function,"LRESULTToBool",,,1,0,,,,,
Function,"LUBackSubstitution",,,26,0,,,,,
Function,"LUDecompose",,,68,0,,,,,
Function,"Label",,,61,2,,,,,
Function,"LabelTree",,,35,2,,,,,
Function,"Lamda",,,21,3,,,,,
Function,"LamdaMVR",,,9,1,,,,,
File,"Lang.cpp",0,34,142,1,,,,,
File,"Lang.h",0,2,17,1,,,,,
Function,"LangOpen",,,4,0,,,,,
Function,"LangSetDlgItemText",,,9,0,,,,,
Function,"LangSetDlgItems",,,20,0,,,,,
Function,"LangSetDlgItems",,,3,0,,,,,
Function,"LangSetDlgItemsText",,,3,0,,,,,
Function,"LangSetDlgItems_Colon",,,15,0,,,,,
Function,"LangSetWindowText",,,6,0,,,,,
Function,"LangSetWindowText",,,3,0,,,,,
Function,"LangString",,,7,0,,,,,
Function,"LangString",,,10,0,,,,,
Function,"LangString",,,1,0,,,,,
Function,"LangString",,,1,0,,,,,
Function,"LangString",,,4,1,,,,,
Function,"LangString",,,4,6,,,,,
Function,"LangString_OnlyFromLangFile",,,7,0,,,,,
File,"LangUtils.cpp",1,13,213,45,,,,,
File,"LangUtils.h",0,3,27,1,,,,,
File,"LargeTreeAnalyzer.cpp",4,11,51,23,,,,,
File,"LargeTreeAnalyzer.h",0,0,23,19,,,,,
Function,"LargestMovableSubtree",,,84,14,,,,,
Function,"LargestNonemptyPFNode",,,21,0,,,,,
Function,"LastBlock",,,14,0,,,,,
Function,"LaunchLogLikeForDivision",,,105,6,,,,,
File,"LcsDistanceCalculator.cpp",9,9,52,113,,,,,
File,"LcsDistanceCalculator.h",0,0,21,11,,,,,
Function,"Least_Square_Missing_Dist_XY",,,36,0,,,,,
Static Function,"LenEnc_Encode",,,22,0,,,,,
Static Function,"LenEnc_Encode2",,,7,0,,,,,
Static Function,"LenEnc_Init",,,11,0,,,,,
Static Function,"LenEnc_SetPrices",,,22,0,,,,,
Static Function,"LenPriceEnc_UpdateTable",,,5,0,,,,,
Static Function,"LenPriceEnc_UpdateTables",,,6,0,,,,,
Function,"Likelihood_Adgamma",,,41,15,,,,,
Function,"Likelihood_Gen",,,119,19,,,,,
Function,"Likelihood_Gen_GibbsGamma",,,91,16,,,,,
Function,"Likelihood_Gen_SSE",,,139,18,,,,,
Function,"Likelihood_NUC4",,,100,14,,,,,
Function,"Likelihood_NUC4_GibbsGamma",,,64,11,,,,,
Function,"Likelihood_NUC4_SSE",,,133,16,,,,,
Function,"Likelihood_NY98",,,47,8,,,,,
Function,"Likelihood_NY98_SSE",,,60,8,,,,,
Function,"Likelihood_Pars",,,85,17,,,,,
Function,"Likelihood_ParsStd",,,58,10,,,,,
Function,"Likelihood_Res",,,65,8,,,,,
Function,"Likelihood_Res_SSE",,,76,9,,,,,
Function,"Likelihood_Std",,,159,9,,,,,
File,"LimitedStreams.cpp",0,20,330,5,,,,,
File,"LimitedStreams.h",0,2331,207,1,,,,,
Function,"LineTermType",,,23,4,,,,,
Function,"LineagesIn",,,32,2,,,,,
Function,"Link",,,12,0,,,,,
File,"List.cpp",1,19,1111,32,,,,,
File,"List.h",0,0,21,1,,,,,
Function,"ListArchives",,,269,10,,,,,
File,"ListFileUtils.cpp",2,48,104,4,,,,,
File,"ListFileUtils.h",0,0,8,1,,,,,
File,"ListView.h",2,10,112,28,,,,,
File,"ListViewDialog.cpp",4,24,112,16,,,,,
File,"ListViewDialog.h",0,2,22,1,,,,,
File,"ListViewDialogRes.h",0,0,2,0,,,,,
File,"ListViewDialog_rc.cpp",1,8,36,7,,,,,
Static Function,"LitEnc_Encode",,,10,0,,,,,
Static Function,"LitEnc_EncodeMatched",,,13,0,,,,,
Static Function,"LitEnc_GetPrice",,,12,0,,,,,
Static Function,"LitEnc_GetPriceMatched",,,15,0,,,,,
Function,"Lk_Dist",,,24,0,,,,,
Function,"LnBirthDeathPriorPr",,,20,0,,,,,
Function,"LnBirthDeathPriorPrCluster",,,46,12,,,,,
Function,"LnBirthDeathPriorPrDiversity",,,46,12,,,,,
Function,"LnBirthDeathPriorPrRandom",,,39,12,,,,,
Function,"LnCoalescencePriorPr",,,48,15,,,,,
Function,"LnFactorial",,,9,0,,,,,
Function,"LnFossilizationPriorPr",,,14,2,,,,,
Function,"LnFossilizedBDPriorDiversity",,,162,36,,,,,
Function,"LnFossilizedBDPriorFossilTip",,,41,9,,,,,
Function,"LnFossilizedBDPriorRandom",,,143,27,,,,,
Function,"LnGamma",,,16,0,,,,,
Function,"LnJointGeneTreeSpeciesTreePr",,,29,8,,,,,
Function,"LnP0",,,6,0,,,,,
Function,"LnP0Subsample",,,6,0,,,,,
Function,"LnP0_fossil",,,6,2,,,,,
Function,"LnP1",,,7,0,,,,,
Function,"LnP1Subsample",,,6,0,,,,,
Function,"LnP1_fossil",,,6,2,,,,,
Function,"LnPi_fossil",,,8,0,,,,,
Function,"LnPriorProbExponential",,,4,0,,,,,
Function,"LnPriorProbExponential_Param_Mean",,,4,0,,,,,
Function,"LnPriorProbFix",,,7,0,,,,,
Function,"LnPriorProbGamma",,,4,0,,,,,
Function,"LnPriorProbGamma_Param_Mean_Sd",,,7,0,,,,,
Function,"LnPriorProbGeneTree",,,71,16,,,,,
Function,"LnPriorProbLognormal",,,6,0,,,,,
Function,"LnPriorProbLognormal_Param_Mean_Sd",,,8,0,,,,,
Function,"LnPriorProbNormal",,,6,0,,,,,
Function,"LnPriorProbOffsetExponential",,,4,0,,,,,
Function,"LnPriorProbOffsetExponential_Param_Offset_Mean",,,7,0,,,,,
Function,"LnPriorProbOffsetGamma",,,8,0,,,,,
Function,"LnPriorProbOffsetGamma_Param_Offset_Mean_Sd",,,10,0,,,,,
Function,"LnPriorProbOffsetLognormal",,,9,0,,,,,
Function,"LnPriorProbOffsetLognormal_Param_Offset_Mean_Sd",,,11,0,,,,,
Function,"LnPriorProbTruncatedNormal",,,8,0,,,,,
Function,"LnPriorProbTruncatedNormal_Param_Trunc_Mean_Sd",,,8,0,,,,,
Function,"LnPriorProbUniform",,,4,0,,,,,
Function,"LnProbGamma",,,6,0,,,,,
Function,"LnProbLogNormal",,,7,0,,,,,
Function,"LnProbRatioExponential",,,4,0,,,,,
Function,"LnProbRatioExponential_Param_Mean",,,4,0,,,,,
Function,"LnProbRatioFix",,,7,0,,,,,
Function,"LnProbRatioGamma",,,7,0,,,,,
Function,"LnProbRatioGamma_Param_Mean_Sd",,,7,0,,,,,
Function,"LnProbRatioLognormal",,,7,0,,,,,
Function,"LnProbRatioLognormal_Param_Mean_Sd",,,9,0,,,,,
Function,"LnProbRatioNormal",,,7,0,,,,,
Function,"LnProbRatioOffsetExponential",,,4,0,,,,,
Function,"LnProbRatioOffsetExponential_Param_Offset_Mean",,,4,0,,,,,
Function,"LnProbRatioOffsetGamma",,,9,0,,,,,
Function,"LnProbRatioOffsetGamma_Param_Offset_Mean_Sd",,,11,0,,,,,
Function,"LnProbRatioOffsetLognormal",,,9,0,,,,,
Function,"LnProbRatioOffsetLognormal_Param_Offset_Mean_Sd",,,13,0,,,,,
Function,"LnProbRatioTruncatedNormal",,,7,0,,,,,
Function,"LnProbRatioTruncatedNormal_Param_Trunc_Mean_Sd",,,7,0,,,,,
Function,"LnProbRatioUniform",,,4,0,,,,,
Function,"LnProbTK02LogNormal",,,9,0,,,,,
Function,"LnProbTruncGamma",,,7,0,,,,,
Function,"LnProposalProbSpeciesTree",,,45,10,,,,,
Function,"LnQi_fossil",,,8,0,,,,,
Function,"LnRatioLogNormal",,,7,0,,,,,
Function,"LnRatioTK02LogNormal",,,9,0,,,,,
Function,"LnSpeciesTreeProb",,,16,0,,,,,
Function,"LnUniformPriorPr",,,86,35,,,,,
File,"LoadCodecs.cpp",1,16,877,67,,,,,
File,"LoadCodecs.h",8,181,281,67,,,,,
Function,"LoadGlobalCodecs",,,25,0,,,,,
Function,"LoadLangOneTime",,,8,0,,,,,
Function,"LocalFileTimeToFileTime",,,10,0,,,,,
Class,"LockGUI",0,4,14,1,0,0,3,0,66
Class,"LockGUI",1,6,18,3,0,0,3,0,33
Class,"LockGUI",1,6,18,3,0,0,3,0,33
Public Function,"LockGUI::LockGUI",,,8,1,,,,,
Public Function,"LockGUI::LockGUI",,,8,2,,,,,
Public Function,"LockGUI::LockGUI",,,8,2,,,,,
Public Function,"LockGUI::~LockGUI",,,1,0,,,,,
Public Function,"LockGUI::~LockGUI",,,5,1,,,,,
Public Function,"LockGUI::~LockGUI",,,5,1,,,,,
Function,"LogBase2Plus1",,,10,0,,,,,
